scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,503.83365,688.0141,0.34043294
1,504.5369,688.95483,0.3523588
2,503.82285,688.30646,0.29345533
3,502.6658,687.15125,0.32691494
4,502.88272,686.3633,0.33522773
5,502.55548,684.7246,0.35423818
6,502.5913,685.69165,0.4003046
7,502.46838,685.0646,0.42670724
8,503.13483,687.3854,0.4441167
9,503.97714,686.4696,0.4405688
10,504.3666,685.57306,0.3762649
11,504.21786,685.5501,0.27778608
12,503.8758,683.5189,0.4554627
13,503.06686,683.6286,0.43695801
14,503.8872,687.36066,0.448651
15,504.12454,686.1372,0.4351351
16,505.56744,686.3765,0.47459435
17,504.8801,684.79193,0.50975645
18,509.4179,686.1132,0.60137695
19,511.8746,686.0993,0.5795218
20,516.54364,688.5997,0.7766536
21,517.961,688.5723,0.8067342
22,517.9423,689.4936,0.8863059
23,517.7367,689.92365,0.86685765
24,517.5905,690.72174,0.8567448
25,517.8109,692.94495,0.8467707
26,516.74243,693.799,0.8767192
27,516.9925,694.5059,0.8619527
28,517.60754,696.3416,0.85992014
29,518.47,697.387,0.869234
30,519.43494,698.0469,0.8592927
31,520.1632,698.2138,0.8640873
32,520.6406,699.5652,0.8957899
33,521.96216,702.01746,0.9090864
34,524.113,706.4082,0.89650327
35,525.55115,709.9887,0.94138473
36,530.37775,714.3592,0.967063
37,533.7021,717.5349,0.9864317
38,537.49976,721.4541,0.9485561
39,540.0941,724.91187,0.98122114
40,542.0636,727.2918,0.91555864
41,545.66486,730.06665,0.9548651
42,548.55457,732.1742,0.9993659
43,551.1065,735.70825,0.9027857
44,554.2016,740.10693,0.9636816
45,555.7913,742.9087,0.9876415
46,557.8091,744.309,0.88829786
47,561.74115,745.99866,0.9330423
48,564.7614,746.5682,0.9295634
49,566.8519,746.38904,0.87625724
50,567.355,748.3299,0.910375
51,569.7845,749.9136,0.93648326
52,572.2322,750.7271,0.9044606
53,573.26465,752.52527,0.843074
54,575.6959,752.4929,0.8768171
55,578.1888,754.09375,0.9785416
56,580.2483,755.6354,0.96014804
57,582.3232,756.86035,0.9117966
58,584.2073,757.5915,0.92853
59,585.01996,758.2236,0.9566422
60,586.605,759.22656,0.9689716
61,587.9336,760.54364,0.9793661
62,588.6507,761.12115,0.9655822
63,589.22327,761.7615,0.96473193
64,589.6889,761.63477,0.94966227
65,589.9923,761.4629,0.92067474
66,589.9649,761.2819,0.92139566
67,590.0224,761.29785,0.9216087
68,590.2791,761.5529,0.92178243
69,590.0546,761.48413,0.9385089
70,590.05615,761.8473,0.94069135
71,589.9713,761.86487,0.93872124
72,589.7896,761.6572,0.94909614
73,589.8211,761.74713,0.9473059
74,589.907,761.8779,0.95120555
75,590.243,761.7548,0.9336548
76,590.5819,761.66504,0.9047168
77,590.4342,761.5974,0.91599905
78,590.49927,761.7713,0.9109322
79,590.1467,761.7089,0.93441576
80,590.3454,761.8777,0.9283688
81,589.9958,761.9295,0.9436024
82,590.0236,762.055,0.9551938
83,590.03424,762.00214,0.9507142
84,590.1342,762.0533,0.9637402
85,590.1569,761.8544,0.9367493
86,590.29126,761.844,0.92453516
