scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,943.59564,304.1065,0.6627973
1,942.9797,307.38235,0.6842355
2,941.65137,309.3696,0.7562772
3,940.87103,311.24854,0.8342971
4,940.1011,313.2151,0.83528304
5,939.21704,314.13278,0.9792148
6,938.6854,315.81323,0.93697363
7,938.9918,314.55383,0.9570183
8,939.1981,314.5413,0.9599488
9,938.11,315.10776,0.9865339
10,935.08344,317.7557,0.9251535
11,934.37756,319.0497,0.86268264
12,934.8,319.63037,0.8415414
13,933.6945,319.99237,0.8535519
14,934.0529,320.73428,0.8716418
15,934.39764,321.48514,0.84066707
16,934.3285,322.09265,0.8461253
17,934.5389,323.68314,0.87733006
18,936.43616,323.29974,0.8522028
19,938.0411,323.5338,0.84081155
20,938.8687,324.36252,0.7718789
21,938.59186,326.7927,0.69749355
22,938.2045,328.29514,0.6713275
23,937.1733,329.57675,0.7072724
24,939.1331,329.94638,0.7330921
25,940.41205,330.20685,0.68498874
26,938.8502,330.6896,0.71051806
27,937.8883,330.23257,0.8031197
28,939.29443,329.75525,0.73153746
29,938.45996,328.42618,0.75974995
30,939.91956,326.85532,1.0
31,938.5707,325.92572,1.0
32,938.1547,325.77725,1.0
33,937.86554,325.80435,1.0
34,937.2294,325.34335,1.0
35,936.6459,324.27057,1.0
36,936.3393,323.65375,1.0
37,936.0883,323.24622,1.0
38,935.581,322.90433,1.0
39,935.2557,322.54712,1.0
40,935.6386,322.6703,1.0
41,935.4983,322.6472,1.0
42,935.6075,322.68845,1.0
43,935.31964,322.61526,1.0
44,935.5331,322.659,1.0
45,935.32776,322.8646,1.0
46,935.28094,323.1579,1.0
47,935.42523,322.86975,1.0
48,935.6668,322.86227,1.0
49,935.86914,322.85995,1.0
50,935.8482,322.74017,1.0
51,935.75464,322.84653,1.0
52,935.79553,322.80957,1.0
53,936.07983,323.15967,1.0
54,935.90295,323.02423,1.0
55,935.86365,322.86832,1.0
56,935.96454,322.72388,1.0
57,935.9198,322.74023,1.0
58,935.6024,322.94702,1.0
59,935.9016,322.90076,1.0
60,935.8795,322.75494,1.0
61,935.66437,322.67197,1.0
62,935.5459,322.8895,1.0
63,935.6405,322.9571,1.0
64,935.6292,322.98126,1.0
65,935.8278,322.85782,1.0
66,935.89197,322.9154,1.0
67,935.89484,322.68948,1.0
68,935.9731,322.52496,1.0
69,935.8919,322.69742,1.0
70,935.97955,322.72314,1.0
71,936.06775,322.8367,1.0
72,936.01086,322.90106,1.0
73,935.92615,322.80988,1.0
74,935.9277,323.11957,1.0
75,935.8442,323.31885,1.0
76,935.8826,323.2872,1.0
77,935.9611,323.26718,1.0
78,935.792,323.00558,1.0
79,936.1349,322.93927,1.0
80,936.1734,322.85638,1.0
81,936.02405,322.74924,1.0
82,935.9418,322.96274,1.0
83,935.7755,323.00073,1.0
84,935.6884,323.18237,1.0
85,936.01526,322.96844,1.0
86,935.9594,322.93228,1.0
87,935.7546,323.1455,1.0
88,935.5224,323.30518,1.0
89,935.74927,322.92618,1.0
90,935.7603,322.98734,1.0
91,935.7932,323.0235,1.0
92,935.9995,323.20175,1.0
93,936.0452,323.18753,1.0
