scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,665.2287,764.76605,0.9779322
1,666.2436,761.22845,1.0
2,667.9964,759.3423,1.0
3,669.68976,756.93823,1.0
4,671.7923,755.0166,0.94849914
5,674.044,754.5231,0.99910766
6,676.2095,753.6298,0.9814862
7,679.8608,751.82104,0.91362435
8,682.73584,750.3765,0.96374303
9,684.77527,749.15094,0.9699597
10,687.3148,747.45496,0.9246205
11,691.3854,747.17505,0.9766053
12,694.40515,747.45416,0.95869434
13,695.9604,747.15704,0.9125114
14,698.47327,749.46936,0.96281475
15,701.4637,750.5954,0.9075571
16,704.3181,749.7747,0.88082194
17,706.98444,748.6124,0.96647245
18,708.1439,748.52216,0.9623486
19,709.33594,750.43115,0.89613146
20,710.69604,750.936,0.9453098
21,711.53235,749.51227,0.9354638
22,711.9481,747.2523,0.9349904
23,713.61145,745.92163,0.9251544
24,713.5247,745.37146,0.9251421
25,712.64215,743.84247,0.9290624
26,712.5592,742.72156,0.9352259
27,712.2447,741.4455,0.9623085
28,713.57574,740.11774,1.0
29,713.9152,739.1302,1.0
30,714.17633,738.1218,1.0
31,713.3329,737.1498,1.0
32,713.0838,735.1586,0.97921443
33,712.3568,732.97046,0.9461044
34,711.96674,730.4752,0.9179331
35,711.977,728.22266,0.9549156
36,711.2213,727.0817,0.99553996
37,711.54047,724.98773,1.0
38,711.7918,724.1513,1.0
39,710.591,723.63055,1.0
40,709.52094,723.0084,1.0
41,709.7615,722.7219,1.0
42,710.29755,722.7831,1.0
43,710.3773,722.1268,1.0
44,710.272,721.19116,1.0
45,710.2002,720.3863,0.96724844
46,710.25806,719.6153,0.95634687
47,710.2048,719.54236,0.9559235
48,711.06586,719.75446,0.9730224
49,710.93475,719.61945,0.97806346
50,710.79456,719.4618,0.9907938
51,710.7841,719.33484,0.9946626
52,710.8324,719.3249,0.9881796
53,710.9982,719.23334,0.99314743
54,710.93616,719.1422,0.99955565
55,710.73047,719.15967,1.0
56,710.48083,719.0165,1.0
57,710.41315,719.1319,1.0
58,710.4705,719.12964,1.0
59,710.53796,719.1888,1.0
60,710.5157,719.0188,1.0
61,710.6879,718.7675,1.0
62,710.57965,718.72253,1.0
63,710.3993,718.85974,1.0
64,710.37665,718.924,1.0
65,710.165,719.11523,1.0
66,709.9555,719.35675,1.0
67,710.1391,719.0732,1.0
68,710.0529,719.0422,1.0
69,710.2041,718.91455,1.0
70,710.51917,718.4662,1.0
71,710.4245,718.3747,1.0
72,710.23254,718.2518,1.0
73,710.3179,718.38885,1.0
74,710.2933,718.8682,1.0
75,709.9771,719.11255,1.0
76,709.7924,719.26587,1.0
77,709.5727,719.3159,1.0
78,709.63025,719.04614,1.0
79,709.848,718.6964,1.0
80,709.8255,718.5926,1.0
81,709.99677,718.5997,1.0
82,709.87866,718.7881,1.0
83,709.6964,719.04126,1.0
84,709.37573,719.2121,1.0
85,709.44806,719.5134,1.0
86,709.4746,719.3766,1.0
87,710.1779,718.9254,1.0
88,710.96185,718.7535,1.0
89,711.03735,718.9388,1.0
90,711.5694,719.1613,1.0
91,711.9573,719.02356,1.0
92,712.35345,719.23474,1.0
