scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,907.90765,845.5289,0.7830784
1,909.9903,851.35565,0.5824498
2,910.3923,842.9545,0.70895386
3,909.089,850.7223,0.6686902
4,909.981,839.6332,0.71433246
5,909.4896,849.6045,0.80871826
6,907.934,852.5686,0.8410385
7,908.39874,849.6292,0.9181624
8,907.45874,851.79486,0.89473605
9,907.9202,851.7416,0.83896655
10,908.3483,850.7844,0.8476624
11,908.8751,851.652,0.8810125
12,907.9652,856.7755,0.7453443
13,907.6016,858.761,0.6191066
14,905.2434,859.682,0.7167318
15,903.39154,858.485,0.7657123
16,899.5096,856.1257,0.90645206
17,892.767,855.1867,0.9439952
18,887.7095,857.0147,0.8537387
19,882.319,859.7997,0.80518216
20,875.17267,859.48035,0.9229752
21,871.36444,859.32916,0.8093597
22,869.2917,858.1125,0.844904
23,864.37744,860.14954,0.85481423
24,860.6184,861.9465,0.87811476
25,858.39197,862.3759,0.9196892
26,855.281,863.57135,0.82072294
27,853.58484,864.9117,0.8526175
28,852.9359,865.28314,0.8533912
29,851.39484,866.3422,0.8530752
30,848.95483,867.4361,0.8194286
31,846.1573,869.45087,0.7828238
32,845.1731,871.0708,0.7633461
33,842.8911,874.76385,0.87609524
34,840.9374,875.61255,0.90680224
35,837.9952,876.4306,0.8674176
36,835.1603,878.82996,0.8953922
37,829.4365,881.4511,0.88523203
38,825.80273,884.731,0.9174311
39,822.1061,889.11456,0.8388089
40,818.3397,895.371,0.8824894
41,815.6898,896.01636,0.7865669
42,812.62177,898.28625,0.8727763
43,809.4609,903.5496,0.8138957
44,808.1955,906.5878,0.8052377
45,802.79407,914.0574,0.77960503
46,800.4357,917.9834,0.82287014
47,797.8487,921.7461,0.85185444
48,796.7398,926.44653,0.8715571
49,796.1666,931.14465,0.9047769
50,793.98315,935.4171,0.90591705
51,792.6647,938.52875,0.8917357
52,790.40533,944.8583,0.81275153
53,788.92145,947.5987,0.82696265
54,788.25446,949.84686,0.8629049
55,788.942,950.26715,0.8951613
56,788.16266,950.9192,0.85049355
57,787.5326,951.3555,0.880995
58,787.9434,949.8773,0.9068737
59,787.9524,949.3684,0.91817486
60,787.755,948.95575,0.9375201
61,788.6741,948.93713,0.9522237
62,789.0482,949.3295,0.9292249
63,789.70044,949.61194,0.91214997
64,790.34143,949.9934,0.9006678
65,791.3484,951.1028,0.91921115
66,793.26337,950.9258,0.9733301
67,794.1491,950.7936,1.0
68,794.97296,951.2443,0.9616922
69,794.62854,951.92255,0.92496175
70,793.6744,951.71,0.9052826
71,793.0247,952.09406,0.8726424
72,791.7732,951.4312,0.8420042
73,790.8962,952.1928,0.8359265
74,790.9049,953.4845,0.838643
75,789.62024,954.17487,0.8726972
76,788.6005,955.33136,0.8795588
77,787.5408,957.2226,0.8950733
78,786.32446,958.009,0.923581
79,784.1115,959.3705,0.87443995
80,780.99255,960.92377,0.94814163
81,779.4221,961.884,1.0
82,777.40814,963.0369,1.0
83,776.5838,963.2369,1.0
84,776.9112,962.7373,1.0
85,774.2114,962.51575,1.0
86,772.8018,962.4073,1.0
87,770.1784,962.8465,1.0
88,768.7006,962.76263,1.0
