"","Date","OC_ID","Trial_Type","Movement_Type","Distance_of_Movement","Duration","Speed","Speed_per_Bodylength","Bearing_Change","Avg_Bearing_vs_Heading","Avg_Bearing_vs_Heading_Change","Avg_Directness_Difference","NewDates"
"86","8_13",1,4,2,13.4533654309275,0.916666666666667,14.676398651921,0.0966415322885034,0.826156470583253,0.151624223544721,0.140742715661736,0.237893020594112,20
"87","8_13",2,4,2,24.0013184827371,1.1,21.8193804388519,0.149388004862792,-0.156800576821779,0.779640024616616,-0.283564130856267,0.0822057604639465,20
"88","8_13",4,4,2,92.3092927924207,1.28333333333333,71.9293190590291,0.747097158438747,0.168481630229232,2.71178196617583,-0.0162242093051683,0.307141027662254,20
"89","8_13",4,4,2,66.6004934292237,0.366666666666667,181.637709352428,1.88658836615927,-0.249222011964737,1.2123482330895,-0.983006609040702,-0.233773914655889,20
"90","8_13",5,4,2,126.787413288374,0.916666666666667,138.313541769135,0.894973187527605,-0.240730429078019,1.29240705979753,-0.129683342369455,-0.578159726187459,20
"91","8_13",7,4,1,26.5138685432586,2.38333333333333,11.1247000880805,0.0902596838114428,-1.61034936384375,0.663243458683483,-0.266127533344836,-0.971447898522542,20
"92","8_13",8,4,2,14.0977581203536,1.65,8.54409583051735,0.0946976015033225,0.339995650783418,2.06085514720354,-0.58240147024932,-0.195009657559,20
"93","8_13",9,4,2,23.037398632175,1.28333333333333,17.9512197133831,0.123429269612287,-0.232989407029888,-0.353129267352736,0.342493371297693,0.725267421824305,20
"94","8_13",14,4,2,32.8831289333102,0.916666666666667,35.8725042908838,0.262228975564655,-0.100089466079702,-0.334591868503564,0.247030693297601,0.404980259684032,20
"95","8_13",16,4,2,31.8283744218439,0.916666666666667,34.7218630056479,0.301947097790547,-0.103211756676963,1.18122378890285,-0.433964886900513,0.315173651558739,20
"96","8_13",17,4,2,72.7709488055282,1.1,66.1554080050257,0.700022411636941,0.225230910290698,2.98354825043995,0.052747623699508,0.217778179125501,20
"97","8_13",17,4,2,41.3114549162253,0.366666666666667,112.667604316978,1.192190487002,-0.697197285212805,1.26132810150694,-0.22448470017178,-0.655416108568604,20
"98","8_13",19,4,2,10.7887182367577,0.916666666666667,11.7695108037356,0.126128636234884,0.0473130125220855,-0.453799236881764,0.17401096511435,0.446455543026715,20
"99","8_15",1,4,2,34.2664604349651,1.46666666666667,23.3634957511126,0.153844555640217,0.0892864316840631,1.34979258878288,0.178597364508569,-0.102781509133102,22
"100","8_15",2,4,1,4.64172731562796,4.95,0.937722690025851,0.00642018787701671,0.00620654980174384,0.325177727440126,0.085416649424262,-0.247393759837605,22
"101","8_15",4,4,2,57.7897679052131,0.916666666666667,63.0433831693234,0.654802979373602,-0.0762092140543418,2.14701247972671,0.0745678419822625,-0.134476215977399,22
"102","8_15",4,4,2,42.0082785145453,0.916666666666667,45.8272129249585,0.475986440623842,0.0258095963942306,1.88856260503294,-0.438028906434609,-0.225329040918665,22
"103","8_15",5,4,1,9.29103505154417,1.65,5.63093033426919,0.0364355623140537,0.0859164296229067,0.780391112839943,-0.0059053247242401,0.135431558464736,22
"104","8_15",7,4,2,8.49991641127425,1.46666666666667,5.79539755314154,0.047020660922682,0.0854608231958438,1.24715197330056,-0.784899780329759,0.497549399598418,22
"105","8_15",8,4,1,57.2442424794685,1.65,34.693480290587,0.384521596724934,0.258352873515566,0.146703440823462,0.0479637997773016,-0.201711417621818,22
"106","8_15",8,4,2,17.7907188184024,0.916666666666667,19.4080568928026,0.215107189109927,0.327097298475426,0.291534552185024,-0.115306123407838,0.0300752867090423,22
"107","8_15",9,4,1,24.3168914809818,2.56666666666667,9.47411356401889,0.0651422541811412,-0.117950313289515,1.27875576034543,-0.298120498153014,-0.198692290968517,22
"108","8_15",11,4,1,12.6721952948403,4.03333333333333,3.14186660202651,0.0212215084055568,-0.584476994880563,0.859596947578458,0.136811237821564,0.266097778232435,22
"109","8_15",13,4,1,12.3610745592606,1.28333333333333,9.63200615007321,0.103549694039158,0.0623054447428972,2.21740662534041,-0.124160848581997,0.314794772760469,22
"110","8_15",14,4,2,17.6138488189988,1.28333333333333,13.7250770018173,0.100330683705491,-0.0479316248742312,2.02630289302957,-0.0450122360349867,0.269903145218845,22
"111","8_15",16,4,2,2.35947015432337,1.46666666666667,1.60872965067502,0.0139897807059463,-0.0569253251199946,0.486285506024726,0.0979054169287794,-0.0252706139609085,22
"112","8_15",17,4,2,74.1898054035988,1.1,67.4452776396353,0.713671146933806,-0.22353828743802,2.48220392672976,0.05316969907808,-0.371973980810376,22
"113","8_15",17,4,2,99.6683889210197,0.366666666666667,271.822878875508,2.87628952714001,0.366935115866331,-0.648020124911761,0.100641126391845,0.688570487315511,22
