scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,497.13364,477.07117,0.48570943
1,511.9087,474.591,0.6371869
2,526.92334,474.35754,0.62769145
3,526.5657,478.32138,0.57331634
4,539.79755,479.50748,0.80979365
5,546.7405,479.35117,0.68701535
6,543.9888,484.6108,0.5987798
7,553.8457,486.25427,0.848189
8,559.5248,487.9648,0.7648959
9,566.07666,490.09787,0.9631227
10,572.163,491.81274,0.96312296
11,577.8799,493.5351,0.9300033
12,581.78723,493.39404,0.9407702
13,586.1152,493.49365,0.934505
14,591.10596,493.70322,0.85546875
15,595.3046,494.2922,0.85807717
16,594.071,491.30774,0.9157786
17,596.2319,489.25864,0.8271356
18,599.5413,490.88324,0.73121417
19,603.6568,490.92596,0.7069102
20,607.23456,489.44708,0.57924575
21,607.2377,487.5073,0.5317207
22,607.00903,483.3629,0.44128454
23,604.85925,479.432,0.5717503
24,606.8929,478.94492,0.5946193
25,607.2127,475.58984,0.71021533
26,605.6742,474.8209,0.76943237
27,604.3024,471.49942,0.80759597
28,603.36566,470.25565,0.9216912
29,599.5566,467.5651,0.78288126
30,598.35223,464.4697,0.83624154
31,598.50476,464.66788,0.855933
32,598.0344,464.04425,0.9112258
33,597.2378,463.921,0.93098736
34,596.67444,464.47244,0.90086645
35,596.244,465.12546,0.88045174
36,595.52905,465.64532,0.9010105
37,595.3228,465.91183,0.8991577
38,596.1427,465.26688,0.89848584
39,595.2344,465.81903,0.8791824
40,595.3391,465.0775,0.893103
41,595.2197,465.16483,0.8777129
42,595.24316,464.88528,0.8828047
43,595.29156,465.52777,0.86989814
44,595.7935,464.96112,0.83967596
45,595.34406,465.14148,0.8439748
46,595.063,465.13443,0.8457724
47,595.24225,464.56372,0.87214845
48,595.1484,464.13306,0.8705357
49,595.1214,464.44098,0.8791224
50,596.31116,464.28256,0.87476444
51,595.75635,464.49765,0.8517187
52,595.59045,464.5244,0.85564876
53,595.60266,464.1428,0.8607323
54,595.9698,464.09485,0.855645
55,596.54724,463.52606,0.8711417
56,596.8261,464.16953,0.8437414
57,596.6697,464.6281,0.8371632
58,596.68085,464.61902,0.82754177
59,596.9968,464.3959,0.8280764
60,597.1203,464.17413,0.82978183
61,597.0639,464.938,0.79771984
62,597.2334,464.86157,0.800624
63,596.65656,465.14096,0.78852457
64,596.9308,465.2533,0.7838048
65,597.44666,465.4061,0.7899773
66,597.42926,465.51004,0.7612764
67,598.6909,464.33725,0.7642903
68,598.6619,463.9731,0.778389
69,599.7014,464.26562,0.810496
70,598.90247,464.8308,0.78424764
71,597.7583,466.28906,0.7927935
72,598.36584,465.80212,0.7877014
73,598.7052,465.68457,0.78023016
74,598.579,466.092,0.7914111
75,599.0126,465.92007,0.77571166
76,598.97955,465.7776,0.78696716
77,599.45605,465.56595,0.8060699
78,598.22974,465.9018,0.82898736
79,598.1426,465.73288,0.8428222
80,598.27966,465.47147,0.8181333
81,598.0459,464.848,0.79313475
82,597.7844,464.8878,0.8058163
83,597.5514,466.197,0.84353656
84,597.3837,466.66116,0.8573551
85,597.37244,466.3014,0.86753
86,597.1249,466.99054,0.90603614
87,596.98956,467.02914,0.89255977
