scorer,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180
bodyparts,LE,LE,LE,RE,RE,RE,MA_C,MA_C,MA_C
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1040.278,436.4641,0.8554996,1068.3005,436.20035,0.9091117,1045.3296,476.52368,0.87420684
1,1040.6177,436.81897,0.81933993,1068.0314,437.0305,0.91219205,1044.1451,478.09967,0.8915343
2,1039.6769,437.86282,0.8368155,1067.9913,437.4261,0.91560936,1043.8728,479.26318,0.8903573
3,1040.1072,438.86697,0.8297726,1067.9261,438.53976,0.9030161,1044.1276,480.24628,0.89583635
4,1040.3638,439.60605,0.8235514,1068.2727,439.38705,0.9101377,1043.9022,481.15692,0.9131097
5,1039.1696,439.86206,0.79207605,1067.6526,440.1021,0.8616439,1042.8624,482.6046,0.9073865
6,1038.9456,440.13177,0.80616033,1067.8566,439.80258,0.87483686,1043.1406,482.53665,0.9211731
7,1039.2051,440.8978,0.8189037,1067.8783,441.20175,0.8138874,1043.1802,483.9738,0.9004587
8,1038.6427,440.125,0.81738496,1067.2214,441.19766,0.84359115,1042.7208,483.80936,0.91760886
9,1038.6876,441.00012,0.81267273,1067.4763,442.84076,0.8251367,1042.8444,484.7914,0.90768856
10,1038.6462,441.77948,0.80143845,1067.5485,443.45724,0.8778192,1043.0454,485.4646,0.9113455
11,1038.9263,442.19937,0.8205554,1068.1477,442.84674,0.8707691,1044.0327,485.95596,0.90391344
12,1038.6827,443.7168,0.84838104,1067.5618,444.68094,0.79822206,1043.6902,488.4734,0.8778257
13,1039.2352,444.07037,0.8236228,1068.2751,445.69968,0.82321495,1043.4298,488.8767,0.8808971
14,1039.1398,445.21118,0.82005966,1067.9257,446.50107,0.7908502,1043.1422,490.02975,0.8808379
15,1039.7073,444.4715,0.83540916,1068.2819,446.99908,0.8139402,1042.3213,490.51703,0.88188154
16,1038.5844,445.0765,0.837625,1068.5402,446.18552,0.859257,1044.0292,490.27045,0.86989564
17,1040.324,446.2263,0.7863041,1068.3115,447.91492,0.8521365,1043.3995,490.8898,0.88443077
18,1038.9622,447.92114,0.78670186,1067.3799,449.89236,0.77776587,1043.0138,492.5987,0.87786466
19,1041.5742,448.01398,0.77934605,1069.1398,448.77527,0.88814014,1044.6821,491.6651,0.87568027
20,1041.2272,449.39575,0.78974456,1068.3585,450.3179,0.8127192,1044.3573,493.0112,0.8749799
