scorer,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180
bodyparts,LE,LE,LE,RE,RE,RE,MA_C,MA_C,MA_C
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,652.4299,251.81804,0.94940823,608.33844,244.51546,0.95849794,650.9224,207.83067,0.8066576
1,652.8042,252.11339,0.9004986,609.25824,244.9063,0.9654204,652.0555,208.09515,0.8236527
2,652.06555,250.89368,0.8970986,609.3299,243.41068,0.9664296,652.76697,207.71259,0.8265259
3,652.17065,250.6338,0.9083101,608.822,243.47475,0.9636812,652.1143,207.63033,0.8271818
4,652.71436,250.79202,0.9396175,609.34094,242.91975,0.94071513,651.5537,207.50815,0.8483315
5,654.01636,250.73006,0.9634834,610.15295,243.25505,1.0,653.5815,206.34236,0.8672814
6,654.9322,250.835,0.98775613,610.2804,242.88615,0.98040265,654.49133,205.29715,0.8652972
7,655.41003,250.36137,0.97005653,610.389,242.43617,0.9882149,655.7043,205.55103,0.85435677
8,655.241,249.68997,0.96380097,610.83374,241.57646,0.97500265,656.1693,204.68819,0.8877915
9,655.1418,249.34685,0.9687016,610.86816,241.68727,0.9867576,656.1384,204.26534,0.86753803
10,656.01556,248.82405,0.9312174,611.26984,240.0829,0.94602597,655.04803,202.65135,0.87803936
11,656.8756,249.87968,0.9997879,611.6827,239.6599,0.9540526,655.58716,203.00443,0.8725607
12,657.2773,248.79456,0.9661131,611.6925,238.5177,0.9571082,656.45374,202.23936,0.8691555
13,657.79987,248.73625,0.988388,612.1559,238.16353,0.9950818,657.39905,201.39879,0.89123076
14,657.9829,248.07356,0.9679334,612.7325,238.17978,0.9860885,657.6902,200.58337,0.89898974
15,658.65576,248.47736,1.0,614.3245,238.2281,0.9809783,657.4535,201.2189,0.90759045
16,658.55206,247.9067,0.97003275,613.86096,236.89574,1.0,658.6143,199.81216,0.9374112
17,658.80493,247.58101,0.98252296,614.03906,236.42992,1.0,659.95447,199.27403,0.9514133
18,659.1071,247.24226,0.9934813,614.693,236.98358,0.9761483,659.947,199.26485,0.92507404
19,660.4876,249.05486,0.99378127,615.7696,236.37886,0.9568512,661.4578,199.42708,0.9369968
20,659.8208,249.52406,1.0,615.75415,236.0025,0.9742696,659.8616,199.79173,0.9225463
21,659.4684,248.71333,1.0,615.277,235.65935,0.9710001,660.5907,199.5302,0.93390584
22,659.48895,246.50323,1.0,614.6898,234.51767,0.98654884,660.6478,198.13887,0.96515036
