scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,1031.0773,736.4506,0.6365903
1,1037.3116,735.70953,0.6079819
2,1040.4817,737.005,0.7195593
3,1046.4658,734.34766,0.75993264
4,1049.8193,733.67993,0.71672875
5,1052.8147,732.0938,0.7157169
6,1059.5817,731.74194,0.64097565
7,1065.0765,729.73047,0.64779705
8,1068.0,729.7296,0.69951165
9,1072.7155,727.66254,0.6457363
10,1077.7224,726.3577,0.7158952
11,1081.2362,725.02,0.6778443
12,1081.0509,726.19434,0.579126
13,1080.213,726.1013,0.54559344
14,1082.2233,722.4983,0.5669815
15,1084.4844,723.3452,0.6198281
16,480.39972,225.71153,0.58697283
17,1088.6597,724.5215,0.54427177
18,1091.6813,722.22906,0.7601343
19,1093.5369,721.62775,0.8982887
20,1094.8882,719.7842,0.9664067
21,1095.3478,719.4985,0.9807364
22,1094.5126,719.81775,0.9880841
23,1095.14,718.35895,1.0
24,1095.3508,717.68195,1.0
25,1096.0448,716.29047,1.0
26,1096.144,715.23315,1.0
27,1097.0144,714.5843,1.0
28,1097.7666,713.25977,1.0
29,1099.0728,711.3415,1.0
30,1099.8197,710.0611,1.0
31,1100.5431,709.04376,1.0
32,1100.4805,707.4875,1.0
33,1101.6727,706.5698,1.0
34,1102.1787,706.03644,0.9986948
35,1104.1611,705.026,0.99581784
36,1106.0415,705.08264,1.0
37,1107.5021,704.7464,1.0
38,1108.1941,703.70795,1.0
39,1108.3871,703.3697,1.0
40,1108.7097,702.6706,1.0
41,1109.4056,700.78986,1.0
42,1110.5132,699.3659,1.0
43,1110.7406,698.5288,1.0
44,1110.6511,697.19684,0.9909186
45,1110.3917,695.91345,0.98591906
46,1111.0729,695.90326,0.9845935
47,1111.8757,695.79333,1.0
48,1111.8325,694.7381,1.0
49,1112.2279,693.82477,1.0
50,1112.9954,693.02765,1.0
51,1112.6394,692.6839,1.0
52,1113.5768,691.91724,1.0
53,1113.1653,691.29016,1.0
54,1113.5527,690.8566,1.0
55,1114.1084,690.7899,1.0
56,1113.7972,689.43634,1.0
57,1113.5986,688.84326,1.0
58,1113.8058,688.4958,1.0
59,1113.895,687.7438,1.0
60,1114.0414,687.1063,1.0
61,1114.4868,685.67316,1.0
62,1115.172,684.8647,1.0
63,1116.1833,683.8476,1.0
64,1116.37,683.211,1.0
65,1116.1794,682.80005,1.0
66,1116.4607,681.8516,1.0
67,1116.7471,680.64813,1.0
68,1117.2439,679.7339,1.0
69,1117.3606,679.0,1.0
70,1117.5442,678.5822,1.0
71,1117.8336,678.25415,1.0
72,1118.3229,677.747,1.0
73,1118.555,677.1474,1.0
74,1118.5627,677.1011,1.0
75,1118.262,676.74725,1.0
76,1118.8936,676.4576,0.9915758
77,1118.7682,676.2092,0.9925999
78,1119.8832,675.97534,0.9795883
79,1120.2218,675.13995,0.9790807
80,1119.8743,675.02826,0.987377
81,1120.782,674.92914,1.0
82,1121.2103,674.8181,1.0
83,1121.0759,674.7869,1.0
84,1121.3207,674.50806,1.0
85,1121.2598,673.7044,1.0
86,1121.5684,673.1086,1.0
87,1121.7711,672.5279,1.0
88,1122.0583,672.7868,1.0
