scorer,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180
bodyparts,LE,LE,LE,RE,RE,RE,MA_C,MA_C,MA_C
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1250.8711,312.3164,0.87650275,1295.8895,289.58496,0.71233153,1246.9645,350.86264,0.41325712
1,1254.0035,309.48056,0.74351454,1297.0311,288.8583,0.7353229,1245.3718,348.02347,0.33130044
2,1253.6604,312.62506,0.8442902,1297.8796,288.8793,0.78522074,1244.5303,351.59186,0.39067596
3,1253.4547,311.13028,0.8373274,1298.9866,288.3399,0.8444626,1248.5597,352.10022,0.3341059
4,1254.4625,312.16272,0.83283305,1299.136,288.2877,0.84758264,1247.2374,351.19745,0.33093894
5,1255.2776,312.50607,0.8516925,1299.5983,289.20334,0.8495215,1246.6239,353.16663,0.3093902
6,1254.3805,311.42496,0.84534883,1299.8842,289.7472,0.85088134,1251.5138,352.03452,0.38214144
7,1252.9518,312.21353,0.89568853,1299.3953,290.20044,0.84857,1253.7888,353.29,0.4220156
8,1253.1255,311.9898,0.9269454,1299.1124,290.25168,0.8688133,1255.2275,352.3058,0.46783903
9,1253.5706,312.1037,0.93964654,1299.1859,290.41647,0.85616726,1255.4988,353.4863,0.42482743
10,1252.9968,312.47223,0.93028754,1298.7935,291.24026,0.8515496,1255.1638,353.008,0.4399683
11,1253.5651,313.7848,0.9351352,1298.7762,291.0327,0.8370166,1254.902,352.3854,0.3903014
12,1253.9307,314.53732,0.9466739,1298.4005,291.49136,0.79176915,1255.8182,351.15778,0.36019778
13,1252.3182,314.45877,0.908113,1297.9178,291.71457,0.78497297,1253.7633,352.28696,0.42018905
14,1252.7001,315.06137,0.9300341,1298.1187,292.228,0.7672367,1253.6807,352.17886,0.4643677
15,1253.8905,316.89432,0.8970622,1298.4994,291.55457,0.7696878,1252.6882,352.79108,0.35860848
16,1253.0905,316.65466,0.9039813,1298.9209,291.8081,0.78370774,1251.5801,353.1255,0.40832326
17,1252.9199,316.3894,0.9248944,1299.1621,291.87073,0.8260771,1254.2849,352.39136,0.36857036
18,1253.7657,317.98987,0.87845,1299.4702,292.25583,0.8519313,1257.8612,352.12845,0.33463475
19,1254.3157,317.5906,0.873953,1299.8226,292.3665,0.9046055,1259.5728,352.65067,0.36164623
20,1253.6934,316.5852,0.89353746,1299.9634,293.1597,0.92410177,1265.8182,351.09933,0.4103385
