scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,602.2834,884.6723,0.63192683
1,599.5416,878.81195,0.6425911
2,592.8467,876.22626,0.5944475
3,593.1438,880.4466,0.63034606
4,588.7269,876.41846,0.7814461
5,586.53235,872.1692,0.7338147
6,587.30524,870.4039,0.588661
7,585.86035,868.1125,0.5994329
8,584.1103,865.75446,0.49687198
9,585.3354,867.21497,0.572114
10,587.3929,864.4173,0.48206353
11,589.3843,859.2813,0.5323758
12,589.5834,856.9185,0.5584019
13,595.00995,857.6984,0.5179927
14,597.79376,855.6137,0.49382815
15,603.9537,855.15405,0.6381444
16,608.0931,853.3608,0.40561914
17,609.5886,850.14966,0.5467533
18,614.24066,848.91693,0.5717881
19,620.97363,847.1729,0.62807685
20,623.32263,844.28375,0.616397
21,627.6771,844.5324,0.71433294
22,627.70886,844.76807,0.56459695
23,625.60706,843.49054,0.7063593
24,626.1333,842.81104,0.8163608
25,623.7427,841.41327,0.8513232
26,622.44574,838.1588,0.8252305
27,621.2136,837.4374,0.91322684
28,618.36646,835.6814,0.85895467
29,617.2213,835.31024,0.84468657
30,614.1574,834.5125,0.8362855
31,613.3562,833.12695,0.71990424
32,615.1374,832.34784,0.8588458
33,613.8562,830.9135,0.82631606
34,613.1905,832.1445,0.8699075
35,612.2829,832.65814,0.9362787
36,611.7266,832.7154,0.9611149
37,612.0697,832.5661,0.9533887
38,612.35974,832.65314,0.921577
39,612.03876,831.85065,0.95308447
40,611.6179,832.107,0.9331204
41,610.7399,831.82324,0.9439116
42,609.0322,831.0033,0.96186614
43,607.67633,830.0516,0.94139767
44,605.4191,829.32434,0.9794694
45,603.4287,829.422,1.0
46,601.8451,829.12134,0.98952943
47,600.3224,828.9718,0.9803799
48,600.0496,828.1361,0.98565537
49,599.35657,827.983,0.9594834
50,599.43915,827.80414,0.94278574
51,599.08606,827.8217,0.93675315
52,598.1953,827.2553,0.9730387
53,597.86743,827.20746,0.9605734
54,597.4028,827.12695,0.9782285
55,597.0103,827.1075,0.97910905
56,596.6223,826.96313,0.9774912
57,596.67365,827.0184,0.98329467
58,596.17786,826.98944,0.9879245
59,595.7027,826.8766,1.0
60,595.6396,826.5616,1.0
61,595.5154,826.606,1.0
62,595.20355,826.41095,1.0
63,595.45294,825.9669,1.0
64,594.94305,825.63257,1.0
65,594.82495,825.4749,1.0
66,594.41956,825.33734,1.0
67,593.87335,825.0334,0.9976658
68,592.7686,824.9631,0.9649651
69,591.9834,825.05115,0.9439013
70,591.2487,825.0381,0.9271652
71,590.26904,824.67206,0.8947516
72,589.4856,824.61847,0.92988527
73,588.89,824.7636,0.95965064
74,588.01825,824.33203,0.97021765
75,586.767,824.2716,0.98625726
76,585.9164,823.854,0.9623871
77,584.6513,823.6817,0.95097494
78,582.8587,823.4562,0.94712555
79,581.7192,823.2333,0.9664111
80,581.0043,823.23346,0.9900935
81,579.54834,823.15546,0.9863788
82,578.408,823.16644,0.9601631
83,577.0964,823.31476,0.9444224
84,576.4785,823.9211,0.92125666
85,574.15424,823.26685,0.9597321
86,573.1726,822.8968,0.98337317
87,571.23315,822.5313,1.0
