scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,840.6174,238.75626,0.97517914
1,841.59503,243.52075,0.94217694
2,840.0579,243.50816,0.8360501
3,843.88696,245.48796,1.0
4,845.1117,247.3342,0.94671345
5,848.0764,250.42577,0.8800095
6,848.5322,252.11043,0.9142015
7,850.23883,257.07422,0.850231
8,849.3442,258.9567,0.7499223
9,851.7058,262.57916,0.7559549
10,854.56616,266.36734,0.76851755
11,855.8534,267.17245,0.8414786
12,855.74713,266.7075,0.7388947
13,857.922,268.56128,0.85438406
14,860.18134,273.84003,0.88322157
15,861.16876,277.21658,0.94911957
16,860.46234,281.68054,0.8961487
17,861.0118,280.6514,0.8974138
18,864.77856,278.98694,0.82349706
19,866.1464,279.24738,0.9029552
20,866.963,282.32022,0.96326905
21,866.1898,285.33963,0.9285407
22,864.699,285.2525,0.92158633
23,864.26086,284.31522,0.90991
24,863.5638,282.7871,0.88491905
25,864.1884,284.10587,0.8830411
26,863.6776,285.76633,0.86185557
27,862.0056,285.75854,0.85692203
28,861.50616,283.62988,0.8975301
29,861.2015,283.43173,0.87815195
30,861.2451,284.85242,0.8721215
31,860.72626,284.57693,0.91263145
32,860.16364,283.51645,0.93202126
33,860.5688,283.24493,0.8959643
34,860.3601,283.29272,0.90407825
35,860.29266,283.12683,0.93500817
36,860.53015,283.14478,0.91244537
37,860.4691,282.76556,0.9068232
38,860.16284,282.6951,0.93292797
39,860.251,282.67303,0.92526066
40,859.5907,282.52505,0.93672913
41,859.80365,282.6788,0.9324329
42,860.05566,282.5988,0.9266392
43,859.8588,282.2055,0.9236084
44,859.3576,281.70297,0.9428246
45,858.95386,280.72726,0.9320584
46,858.76855,279.98138,0.97892874
47,858.2489,278.9382,1.0
48,857.79065,277.75372,1.0
49,857.19476,276.76788,1.0
50,856.61615,275.69577,1.0
51,856.18695,273.52847,0.99663043
52,855.69165,271.70145,0.927783
53,854.61365,268.11896,1.0
54,853.4082,265.25528,0.989818
55,852.3345,263.19217,0.981356
56,850.706,261.53812,0.95308596
57,850.1541,259.95364,0.9750636
58,850.3734,258.84662,1.0
59,850.5668,255.96948,0.9909617
60,849.49695,253.0205,0.9858218
61,848.2443,249.76103,0.9319822
62,846.59076,247.27444,0.9333295
63,845.5561,244.40619,1.0
64,845.08954,242.45584,1.0
65,844.81415,241.51266,0.98690456
66,844.76514,240.09698,0.8934254
67,844.28235,237.30177,0.9544735
68,842.8892,235.1836,0.93574905
69,842.3243,232.66194,0.951692
70,840.05023,230.21239,0.98594975
71,837.34814,227.02058,0.95111126
72,835.77,223.6769,0.9658108
73,834.59033,219.75264,0.98176616
74,833.8055,216.09465,0.89721495
75,833.1902,215.7545,0.88605666
76,833.1598,214.42883,0.9279792
77,832.83594,212.79337,0.94825387
78,832.51434,211.44485,0.9527565
79,832.0226,209.55385,0.9510189
80,831.1529,208.10825,0.89795303
81,830.9222,206.93752,0.84440106
82,829.37244,203.60095,0.894774
83,828.3023,201.49902,0.89828485
84,827.0305,199.01923,0.97360086
85,825.83093,197.45975,1.0
86,824.4651,195.85951,1.0
87,823.94995,195.10182,0.9799492
