scorer,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180,DLC_Resnet50_Fin_OCEEM_Attempt_1_9Jan9shuffle1_snapshot_180
bodyparts,LE,LE,LE,RE,RE,RE,MA_C,MA_C,MA_C
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,652.1624,200.19977,0.9353363,605.92175,205.47514,1.0,625.25574,160.32187,0.7444862
1,651.04034,200.15347,0.9091421,605.877,205.35837,1.0,625.4698,160.19621,0.74565136
2,651.39874,199.03902,0.9199212,605.5574,206.25674,1.0,625.2194,160.90764,0.8272191
3,650.71704,199.81209,0.9031319,605.01764,206.27206,1.0,625.40356,160.63165,0.8275456
4,650.7481,200.1412,0.88557893,604.79614,205.72714,1.0,624.9671,160.14467,0.80238724
5,651.0332,199.07327,0.8899963,605.6181,205.80402,1.0,623.5959,161.15099,0.8607544
6,651.3827,200.40549,0.915034,606.94073,205.80089,1.0,627.0295,160.14046,0.82309693
7,650.9357,200.9106,0.87318087,606.0738,207.21198,1.0,624.80914,161.50078,0.8525443
8,651.4948,200.57391,0.90089244,606.4796,207.11964,1.0,625.3226,161.0996,0.8684867
9,651.9085,200.81613,0.92211986,606.1159,207.39943,1.0,625.3152,161.02647,0.8218831
10,650.9267,199.30833,0.84896064,604.95435,205.30473,1.0,624.9554,160.7244,0.8312082
11,650.5949,198.53241,0.8123906,605.47644,204.01627,1.0,626.05,161.24728,0.82964516
12,651.7316,198.73138,0.9163052,604.6901,203.9272,1.0,624.5012,158.95995,0.8381533
13,652.35675,199.63123,0.9010313,606.9833,206.07433,0.9561434,624.63525,159.67856,0.83826464
14,652.65704,200.24547,0.9197319,605.8712,206.67024,1.0,624.30396,158.944,0.87598884
15,651.2777,199.91548,0.9110395,606.3316,206.82768,0.9667073,625.18097,160.70888,0.81603324
16,649.8848,199.4303,0.7759763,605.7548,206.51945,1.0,623.5636,160.94225,0.8435432
17,651.08826,199.40948,0.7949577,606.7695,206.30054,0.96665496,623.6586,160.00394,0.8488588
18,653.0776,200.77399,0.8636884,608.6275,206.63431,0.9871513,624.75104,160.50229,0.79803497
19,652.8475,200.87411,0.9304803,606.97845,206.87883,0.9476004,624.2278,159.90749,0.8335537
20,652.8874,201.10275,0.9367545,607.1655,207.40582,0.9610525,625.4309,161.31122,0.8299361
21,653.1568,200.52408,0.9345061,607.10626,206.72263,0.9398807,626.1069,161.51128,0.83485633
22,651.7579,200.34554,0.87240905,607.22406,206.27066,0.9828994,627.4184,161.86342,0.8367637
