scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,1202.2942,298.2137,0.76959383
1,1196.2108,290.31894,0.8231812
2,1188.9365,281.21927,0.9006421
3,1181.1785,273.14288,0.80603975
4,1173.2354,263.90073,0.891938
5,1164.9279,259.39078,0.96881413
6,1157.9014,250.99356,0.9025214
7,1148.9479,243.11644,0.868183
8,1142.1554,235.66808,0.91206986
9,1133.2567,228.1326,0.9324427
10,1126.5322,222.13037,0.97914696
11,1117.4662,213.76025,0.9270918
12,1112.1052,208.80737,0.85872453
13,1104.8422,199.09015,0.8322234
14,1098.5348,196.20825,0.9508462
15,1090.4132,189.28946,0.9170306
16,1082.11,184.6394,0.9374128
17,1072.8359,180.18973,0.79789126
18,1064.3104,176.5902,0.8903832
19,1056.3153,170.5467,0.921313
20,1046.7216,166.5628,0.9109168
21,1037.8489,164.19016,1.0
22,1030.1285,160.2352,0.9389699
23,1022.0932,156.13318,0.939973
24,1011.0185,152.57881,0.9169234
25,1003.19415,150.90195,0.8657603
26,992.9528,150.13162,0.8512719
27,982.5631,148.81139,0.8529057
28,973.06775,147.64758,0.97796345
29,965.0509,145.6019,0.98414797
30,954.39923,144.30136,0.9665806
31,946.60016,140.65004,0.93064934
32,934.1713,138.03539,0.92915
33,925.9614,137.86623,0.88815653
34,915.81213,137.26947,0.85371524
35,906.2977,137.69649,0.854369
36,896.9859,138.94289,0.82254803
37,889.0976,137.25478,0.88698596
38,882.2931,136.65875,0.80417275
39,875.4564,135.21986,0.8772336
40,869.05316,134.75006,0.87051696
41,863.8173,134.54904,0.76939434
42,857.87805,134.91936,0.9144724
43,852.1201,133.96657,0.8870927
44,846.94226,134.53351,0.83423436
45,843.0875,135.05196,0.90186876
46,839.6019,136.15118,0.88454586
47,837.1182,136.73653,0.8749352
48,833.9286,136.92766,0.8588743
49,831.51373,136.98616,0.8270158
50,829.37836,137.05168,0.90317255
51,825.9668,136.70287,0.9373739
52,823.49475,136.131,0.8782731
53,821.1465,136.48784,0.8770699
54,818.7997,135.1714,0.8486091
55,817.63495,134.79076,0.83648366
56,816.15125,134.26486,0.80754334
57,813.94855,133.90692,0.8629822
58,811.97144,133.1264,0.9524024
59,810.0775,133.11807,0.9593021
60,807.41187,133.0024,0.90161496
61,805.67145,132.27881,0.8992565
62,803.958,130.94957,0.9340296
63,802.31854,130.46638,0.92898685
64,800.47455,130.2803,0.8716501
65,797.65094,130.16371,0.90278786
66,796.20337,129.54326,0.952478
67,795.13617,128.97232,0.96513724
68,792.6928,128.75104,0.9737755
69,790.76196,127.56073,0.9105868
70,789.1561,127.430916,0.9198608
71,787.77954,126.89096,0.9055046
72,786.1565,127.558136,0.8640159
73,784.51776,127.64261,0.8388371
74,782.8121,127.60929,0.82130796
75,782.18774,127.607216,0.8640159
76,780.94183,127.98162,0.91710216
77,779.7862,127.529,0.93097997
78,778.1515,126.90625,0.93221104
79,777.0327,125.96889,0.93830997
80,776.2864,126.15345,0.92145866
81,774.6321,126.222664,0.92957395
82,773.4066,126.68796,0.9248987
83,772.6668,126.629364,0.930394
84,771.79047,126.313385,0.90487456
85,771.23175,126.130325,0.88543636
