scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,437.72073,569.3176,0.7508635
1,444.18185,571.7008,0.87275183
2,452.21442,570.2229,0.74942255
3,447.51562,567.7465,0.701467
4,449.9819,567.6075,0.5572897
5,447.7459,568.74194,0.8160127
6,453.9963,568.6971,0.8757577
7,458.59238,567.1439,0.8515422
8,458.40796,567.2061,0.79388314
9,461.4069,568.0083,0.72727746
10,459.0794,568.2485,0.84168696
11,460.6914,571.40656,0.86132276
12,462.81454,570.6337,0.81518626
13,467.7217,573.0756,0.81900257
14,469.8191,572.16486,0.82863915
15,470.17337,572.69763,0.8757875
16,469.3515,573.93225,0.9162966
17,468.53192,574.34314,0.88420886
18,467.16092,575.11945,0.8257724
19,464.40955,575.10626,0.776274
20,461.27213,576.92725,0.7681592
21,459.29678,579.54376,0.88534117
22,458.83096,580.8751,0.8637669
23,457.67383,581.0644,0.85217464
24,455.93472,583.1813,0.7000502
25,454.27524,581.9309,0.69881326
26,452.18176,583.4105,0.68506455
27,452.3987,582.9643,0.7609375
28,450.76376,582.96906,0.8591336
29,450.11826,582.9002,0.7963926
30,447.3376,582.8933,0.8766277
31,448.19437,582.90985,0.7952305
32,447.58066,582.9528,0.80794585
33,447.27768,583.3521,0.81243336
34,447.7402,584.198,0.7726751
35,446.8883,584.2318,0.7670304
36,446.76456,584.52527,0.7300895
37,446.1836,585.6001,0.69695944
38,445.27167,587.2489,0.73209864
39,444.7044,588.09033,0.75602335
40,444.14127,589.44196,0.74847245
41,443.1965,590.37366,0.74513507
42,442.89938,591.4501,0.74163026
43,442.69772,591.9406,0.733959
44,443.68625,592.03455,0.7379629
45,442.88562,592.0241,0.8110388
46,442.1208,592.67755,0.80631155
47,441.70667,592.70953,0.83837974
48,441.46744,592.0842,0.865485
49,441.3601,592.9228,0.80951065
50,441.1737,592.3197,0.7960089
51,441.24036,592.9197,0.86545944
52,440.51065,592.6585,0.8593989
53,440.5175,592.4979,0.86462945
54,440.68335,592.4932,0.84821576
55,440.8852,592.3881,0.85825014
56,440.18134,593.5482,0.838736
57,439.93283,593.68835,0.85182375
58,440.35645,593.7139,0.8538258
59,440.29016,594.1951,0.85215575
60,440.26212,594.1705,0.85127085
61,440.20474,594.3506,0.861325
62,440.3123,593.908,0.85192627
63,440.57816,594.37036,0.85301
64,440.39267,594.72125,0.8445295
65,440.31537,594.8651,0.85325825
66,440.29947,595.34204,0.8675152
67,439.3843,596.34674,0.8639504
68,438.33936,596.5088,0.86662775
69,438.32913,595.55994,0.89661944
70,438.18127,595.09094,0.8903184
71,438.15817,595.4703,0.8927751
72,438.6209,595.2124,0.8774195
73,439.03546,594.7689,0.8631496
74,439.77423,595.0122,0.851634
75,439.98737,594.4444,0.8668746
76,440.4691,593.9455,0.8757094
77,440.85507,593.6964,0.8692593
78,440.9871,593.92694,0.876903
79,441.60632,594.5758,0.9053014
80,441.39432,595.51154,0.8946021
81,441.41864,596.5847,0.90133154
82,441.40277,597.6712,0.89303726
83,441.67737,598.1898,0.9111041
84,441.85434,598.742,0.90958977
85,442.0227,599.3252,0.8730488
86,441.88535,599.9994,0.90606713
