scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,22.401901,810.55133,0.098639615
1,22.445503,809.37476,0.17638922
2,22.791876,809.33124,0.13672018
3,22.609278,809.1163,0.13866292
4,22.753448,809.0019,0.17674693
5,22.485691,809.3033,0.15939556
6,22.7075,809.0517,0.19528814
7,22.638123,809.23615,0.19931105
8,21.886484,809.1329,0.12583697
9,22.53985,809.60095,0.16257663
10,22.69075,809.9206,0.17074785
11,22.616615,811.08356,0.120278634
12,22.312546,809.26935,0.15860656
13,22.493473,809.15424,0.16887751
14,22.564861,809.0422,0.1452252
15,22.394892,809.45264,0.1762202
16,22.364561,809.32806,0.13880466
17,22.38687,809.15594,0.13120724
18,22.46258,809.52515,0.13208139
19,22.582684,809.48126,0.15041432
20,22.538275,809.1019,0.13203435
21,22.686802,809.10547,0.12193435
22,22.782244,809.0563,0.13208297
23,22.647371,810.9201,0.123011544
24,22.453447,809.01385,0.18516113
25,22.719501,809.4476,0.17027259
26,22.514776,809.303,0.14680466
27,22.481241,809.08,0.12228261
28,22.630472,809.1409,0.1425001
29,22.61958,809.27246,0.114791416
30,22.66216,809.1325,0.12929171
31,22.56046,809.23444,0.148333
32,22.588669,809.2624,0.13447589
33,22.546745,809.4818,0.13937095
34,22.695753,809.5785,0.15886664
35,22.735796,809.2861,0.12627444
36,22.405582,809.2505,0.1309211
37,22.70026,809.43146,0.12638402
38,22.431704,809.6028,0.11984027
39,22.665485,809.1948,0.12550254
40,22.681578,809.338,0.11883798
41,22.803349,809.5248,0.14152186
42,22.591805,809.7319,0.16766371
43,22.517612,809.8024,0.19035983
44,22.385887,809.92847,0.15368786
45,22.51087,809.95746,0.18924592
46,22.525105,809.7858,0.14876357
47,22.63687,810.112,0.15305802
48,22.483568,809.21594,0.13191257
49,22.697058,809.1699,0.13473962
50,22.75236,809.3744,0.10572359
51,22.925907,809.5496,0.123940244
52,22.670876,809.0474,0.124846175
53,22.608725,809.5961,0.11894741
54,22.631832,810.9123,0.09623175
55,22.020641,808.7229,0.08933399
56,22.64519,809.4689,0.13608086
57,22.55611,810.7417,0.10441703
58,22.717155,809.4238,0.10072678
59,22.658787,809.3695,0.11947645
60,21.719437,809.22504,0.14680746
61,21.93966,809.2016,0.123677924
62,22.524958,809.24225,0.14269127
63,22.44651,810.8396,0.10608467
64,21.804787,809.103,0.12514569
65,22.483582,809.62805,0.15409248
66,22.487587,809.16736,0.12602736
67,24.708166,809.5095,0.11716574
68,22.651764,811.2,0.071518995
69,22.619123,811.3935,0.06959244
70,22.651825,811.4084,0.07571195
71,22.498074,811.22107,0.066180296
72,22.218136,811.0461,0.07033594
73,22.465519,811.2003,0.07238452
74,22.350182,811.2355,0.06586442
75,22.242794,811.13367,0.061213113
76,22.370628,811.81903,0.06466009
77,22.402187,811.7106,0.06404381
78,22.471394,811.3733,0.063246876
79,22.327145,811.62836,0.0627415
80,22.29815,811.7509,0.062711835
81,22.15403,811.92896,0.058132563
82,22.300148,811.8969,0.06466527
83,22.038662,811.5085,0.05811739
84,21.991772,811.78815,0.064438485
85,21.858234,811.72766,0.054783948
86,21.682428,811.66583,0.052133616
