scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,874.48376,917.1089,0.70081997
1,877.787,912.8332,0.71313393
2,880.998,907.7136,0.85857975
3,883.4011,903.33295,0.8389089
4,884.1365,897.80145,0.8631791
5,884.64386,894.29144,0.915791
6,885.8391,890.46344,0.88076997
7,888.595,887.2164,0.8706585
8,889.83124,885.22284,0.94210356
9,891.70026,883.93884,0.9034829
10,893.20294,882.4294,0.8514668
11,895.522,879.59,0.7720906
12,897.9442,878.1007,0.85118806
13,899.31055,877.2742,0.855986
14,900.78973,877.17786,0.879094
15,902.23724,877.9984,0.9246131
16,903.42377,877.8238,0.8430388
17,903.06976,876.78455,0.85381645
18,904.38715,876.9562,0.8817021
19,905.3673,876.9123,0.88742065
20,907.0087,876.7227,0.9043213
21,908.75433,876.09656,0.92225045
22,910.1689,875.4124,0.9628904
23,912.0998,875.53455,0.8538568
24,913.22437,875.21655,0.905233
25,915.1063,874.08765,0.9143118
26,918.0803,873.6888,0.89302725
27,919.3851,873.25696,0.7987052
28,921.5083,874.34717,0.9173247
29,922.31946,873.9026,0.91862494
30,923.8422,873.23486,0.9321821
31,925.4317,871.997,0.908951
32,927.44977,870.97107,0.89823204
33,930.3506,869.0793,0.93699443
34,931.06604,867.9684,0.96799654
35,932.3823,867.2685,0.9605563
36,933.3074,867.3419,0.9427614
37,936.03186,867.80054,0.89254713
38,936.5239,867.1318,0.90290153
39,937.56836,866.34973,0.9039993
40,938.18884,865.82416,0.8892228
41,939.46936,864.77405,0.86342275
42,940.4117,861.715,0.8793184
43,940.604,859.4878,0.929971
44,940.81274,858.4807,0.92540747
45,940.87787,857.7404,0.94063044
46,941.3218,857.2372,0.9060583
47,942.2531,856.93744,0.90731204
48,942.75165,856.9776,0.8939922
49,943.5787,857.1162,0.89063376
50,943.42554,857.04425,0.8859776
51,943.52765,856.7823,0.895052
52,943.8642,856.69293,0.90267307
53,943.88574,856.47675,0.9125317
54,944.2518,856.558,0.9165076
55,944.68976,856.4511,0.90168434
56,944.3301,854.9023,0.89184123
57,945.8508,854.79315,0.8935399
58,947.0179,854.84424,0.90174896
59,947.294,854.5864,0.9162429
60,947.2906,854.61804,0.8998103
61,947.4112,854.79224,0.9078533
62,947.6321,854.7286,0.9115843
63,947.5045,854.6895,0.90742815
64,947.5838,854.79004,0.9142434
65,947.49695,854.6232,0.91149056
66,947.6172,854.6593,0.916329
67,947.304,854.5548,0.91454947
68,947.50024,854.55475,0.9242288
69,947.54297,854.0892,0.9284762
70,947.5829,853.91473,0.9364188
71,947.57404,853.7855,0.9407258
72,947.847,854.3445,0.93620205
73,947.91296,854.4096,0.9412929
74,947.8875,854.29144,0.9354122
75,948.1256,854.4279,0.93635786
76,948.02216,854.3815,0.9412536
77,947.8317,854.196,0.93679434
78,948.2514,853.95215,0.93772006
79,948.03735,853.9708,0.94525
80,948.0274,854.07477,0.95118815
81,948.1661,853.639,0.94841194
82,948.8368,853.4213,0.9446042
83,949.0898,853.4017,0.93563294
84,949.01025,852.6746,0.9609286
85,949.4214,852.8189,0.9539648
86,949.7194,852.6178,0.9368772
87,950.0829,852.07806,0.92035514
