scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,898.6021,894.3383,0.72492564
1,897.78345,880.1369,0.4763332
2,894.4277,870.45496,0.6042241
3,894.0446,863.34625,0.4262468
4,892.80725,861.3927,0.48139587
5,895.44965,852.6632,0.3583749
6,897.871,850.53046,0.18853235
7,891.3645,858.6499,0.445212
8,890.1508,858.46924,0.35062072
9,884.93994,848.8408,0.27879533
10,882.9163,846.0735,0.40561438
11,881.2757,843.94293,0.5209783
12,876.2764,839.8632,0.66897845
13,874.8258,836.2804,0.5566781
14,872.6285,836.0112,0.36100295
15,869.64636,834.9473,0.41091093
16,872.1652,834.2069,0.39038736
17,866.3711,833.8222,0.569158
18,867.6058,830.3599,0.5264325
19,866.7164,827.05945,0.584496
20,867.20123,824.4018,0.41191882
21,866.5755,828.05,0.33937973
22,868.61005,825.57446,0.27210954
23,869.57715,823.32916,0.3944401
24,871.97375,822.1703,0.50562066
25,871.89197,825.7487,0.46390766
26,873.26917,826.25555,0.4603171
27,872.9883,828.8999,0.4808269
28,870.623,832.03424,0.58958894
29,870.78485,832.96045,0.5584878
30,870.9018,834.0411,0.56557983
31,867.7401,836.9536,0.6256655
32,865.698,838.4664,0.634614
33,863.062,839.4021,0.6436455
34,861.74146,840.04987,0.69366485
35,858.1011,841.094,0.7379871
36,854.69666,842.8701,0.7501124
37,850.1509,843.3576,0.6794185
38,848.45374,843.61475,0.65047246
39,845.2957,842.32306,0.6732102
40,842.3926,843.49945,0.68957114
41,840.99677,843.68036,0.72023267
42,838.1271,845.02686,0.82355696
43,834.08105,847.2223,0.783227
44,831.3594,847.0711,0.7771824
45,828.1658,846.47125,0.83178306
46,824.6208,846.8057,0.8425775
47,823.1074,848.12006,0.8569384
48,820.7482,847.58,0.8968524
49,817.76855,846.5427,0.80806834
50,814.92816,845.6863,0.7465044
51,813.0245,846.12384,0.7880856
52,807.29584,846.65533,0.8468404
53,803.76135,847.405,0.9052852
54,797.61,847.16095,0.8402341
55,793.1894,847.47284,0.8918962
56,789.26794,847.94293,0.93937534
57,785.7943,848.71423,0.8867486
58,782.0166,849.0406,0.83175737
59,779.38367,849.24335,0.9199406
60,777.14716,848.1548,0.9095354
61,774.4274,847.7473,0.9258721
62,772.869,846.1227,0.89576125
63,770.2726,843.2952,0.89511806
64,768.3046,842.4671,0.83292216
65,766.1973,841.2268,0.8461676
66,763.9898,841.5881,0.91219723
67,759.50073,843.24615,0.9014859
68,755.5913,843.90405,0.9731803
69,750.5163,842.9436,0.87749434
70,746.05804,843.5643,0.97418386
71,743.0609,844.2039,0.89281005
72,740.50305,845.1741,0.9388719
73,737.88354,845.8371,0.94723094
74,735.5057,845.7604,0.8844106
75,732.9499,844.9971,0.933492
76,731.94525,845.8074,0.91324294
77,728.28955,846.8697,0.8951338
78,724.464,850.413,0.9464309
79,719.1272,857.4802,0.7669133
80,712.3289,871.41394,0.72430164
81,702.135,884.50574,0.7366526
82,694.05597,895.1036,0.88318914
83,685.60657,904.54895,0.8386643
84,675.5597,913.45447,0.76436126
85,671.75244,922.59314,0.7916351
86,670.25183,933.62463,0.55494124
87,662.3258,940.629,0.6036344
