scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,386.62283,541.88007,0.5343469
1,386.31042,539.2265,0.5312347
2,390.0954,537.1929,0.6493981
3,389.96948,535.3316,0.5841296
4,394.32028,533.7947,0.5615639
5,397.00522,533.41754,0.51391
6,396.83542,534.4106,0.61082256
7,399.98605,533.59644,0.54125786
8,399.37646,531.5587,0.6736956
9,400.8506,533.07196,0.41710448
10,403.66785,530.42255,0.61512697
11,403.0855,531.9611,0.60295844
12,405.31912,532.1749,0.4342269
13,408.2413,531.3174,0.55528563
14,409.02277,533.2018,0.44570175
15,412.04733,536.8735,0.30887592
16,412.96497,534.47833,0.3693061
17,416.07986,533.8727,0.48428556
18,419.90115,532.9738,0.47628695
19,423.6695,531.91516,0.36768717
20,428.8199,531.87274,0.24578007
21,429.38892,533.88257,0.38994968
22,428.9841,534.64105,0.5366795
23,429.48495,534.3175,0.4685542
24,431.83725,534.54266,0.49453557
25,432.4217,533.7134,0.49986643
26,435.1273,532.4347,0.2799896
27,435.35135,532.8613,0.3206568
28,436.6996,531.27747,0.30972606
29,437.54474,531.17786,0.45066297
30,438.02658,530.2586,0.42477143
31,439.42126,530.406,0.3852222
32,440.32993,529.13904,0.40469328
33,439.8349,529.7657,0.4225406
34,438.88852,529.31915,0.47533196
35,437.6176,528.11975,0.4984341
36,436.79016,526.8683,0.4310379
37,436.62537,524.0145,0.3685028
38,435.84415,522.2593,0.39289376
39,436.56186,517.4776,0.3802557
40,436.4538,512.7748,0.40113786
41,436.0479,511.33633,0.4413438
42,436.21567,510.10437,0.38824898
43,437.82114,504.49255,0.33876958
44,439.68564,500.92966,0.35902178
45,440.228,497.45013,0.4906082
46,441.59143,494.11227,0.51616293
47,443.22906,491.34586,0.61562014
48,445.49832,490.49222,0.48112905
49,448.70816,488.47037,0.48384118
50,452.7102,485.3126,0.38243988
51,455.2456,483.56366,0.40309012
52,456.57822,480.8276,0.4397081
53,460.56448,478.28723,0.432604
54,462.2423,475.44687,0.41111088
55,463.98624,473.22052,0.46588102
56,465.20395,472.96994,0.41084826
57,468.05505,470.57272,0.20367792
58,469.4714,468.17496,0.2147953
59,471.16992,465.86386,0.32114488
60,471.62717,464.99246,0.3201849
61,472.11877,463.68536,0.3285175
62,472.698,462.9175,0.36629725
63,472.04398,461.77985,0.39843273
64,472.4469,461.5026,0.43012202
65,474.20602,460.33133,0.48246342
66,475.56885,458.45566,0.51456517
67,477.61304,456.6394,0.56770563
68,481.81992,454.25385,0.5662977
69,485.1283,450.49493,0.4658068
70,487.3839,448.94168,0.4564864
71,490.2116,445.82977,0.54621196
72,494.16687,443.88748,0.57884157
73,500.40457,441.94617,0.5885675
74,504.1922,440.5881,0.5647911
75,507.7674,437.00784,0.55723643
76,510.33984,433.29163,0.47273007
77,512.81805,431.40103,0.4956263
78,515.13293,429.03793,0.46769103
79,517.8249,427.03876,0.43653372
80,519.96594,425.042,0.37986156
81,522.38324,420.6444,0.44953287
82,524.22815,415.4099,0.35046223
83,530.22345,411.86728,0.5024009
84,533.72766,409.9235,0.45750892
85,535.9783,407.69025,0.4244157
86,539.658,404.33163,0.51438946
