scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,447.75427,441.4844,0.5454993
1,440.38773,447.63852,0.47349772
2,446.25995,448.69955,0.3404961
3,441.3489,447.39706,0.19168526
4,447.0638,447.6792,0.5257196
5,453.81296,447.75092,0.27679524
6,447.38443,451.4593,0.18390897
7,463.98383,447.8345,0.22755617
8,454.67178,457.91956,0.37376583
9,460.4129,462.05457,0.24260794
10,462.28247,460.28546,0.39090303
11,460.50754,465.83084,0.46174103
12,461.64383,468.2049,0.44901976
13,462.23007,471.81808,0.5089162
14,465.28064,472.31207,0.67221713
15,467.32242,469.63538,0.6379363
16,471.93594,468.66217,0.70590633
17,472.14883,468.76355,0.7097908
18,470.06485,466.94608,0.7925521
19,465.5471,464.94604,0.81594974
20,459.56757,465.81674,0.73190403
21,458.46445,464.6765,0.7075935
22,457.9807,461.31113,0.72809243
23,457.45566,461.24283,0.6363787
24,458.42398,460.1449,0.6054183
25,455.0034,459.0575,0.4732795
26,452.60516,460.05386,0.49108282
27,446.77466,463.2424,0.43048987
28,452.33994,453.90466,0.65951854
29,453.51776,453.2394,0.6301124
30,453.62598,451.747,0.55543625
31,447.47055,451.62375,0.42926362
32,446.70505,454.85306,0.5339507
33,447.49323,451.22223,0.38598204
34,451.00293,446.98233,0.5320657
35,448.27228,448.56903,0.49228632
36,445.88464,448.77676,0.5283037
37,444.83856,447.80325,0.6321272
38,444.24677,447.75314,0.6894261
39,443.52017,447.5213,0.7253154
40,441.70688,448.31772,0.6950383
41,440.09134,450.38797,0.4679685
42,444.14072,446.13025,0.7913784
43,440.3032,448.4597,0.756188
44,440.41455,447.06638,0.81475604
45,439.62595,447.13782,0.8082696
46,438.92273,447.90836,0.7787426
47,439.0677,447.52988,0.7635496
48,438.86923,447.64014,0.783442
49,438.2252,448.1943,0.7801289
50,438.32602,447.68063,0.82799834
51,438.57285,447.84796,0.8553876
52,437.9725,448.48935,0.8349306
53,437.88055,448.21973,0.8461799
54,437.49393,448.94504,0.84722316
55,437.1898,448.87268,0.86154693
56,436.94098,448.89383,0.855587
57,436.52695,448.58533,0.8532168
58,436.57382,448.3594,0.86213756
59,436.03293,448.20834,0.87438464
60,436.1846,448.49127,0.8615116
61,435.9969,448.28522,0.87914515
62,436.0652,447.8794,0.9020163
63,436.0495,447.73337,0.88901937
64,435.99655,447.5588,0.909274
65,435.6348,447.8652,0.8961074
66,435.28418,447.61096,0.8909083
67,435.25064,447.51947,0.9114376
68,435.1831,447.91083,0.91932195
69,435.60614,447.69348,0.92903835
70,435.59113,447.72687,0.9266856
71,435.351,447.5078,0.9067874
72,434.21396,447.71207,0.8629727
73,433.08176,447.92355,0.83871627
74,431.8839,447.4309,0.831054
75,429.9323,446.56796,0.85056794
76,429.2134,446.70978,0.84288436
77,427.28406,446.77682,0.8577714
78,424.45502,445.96677,0.8577383
79,421.82748,445.69193,0.8454402
80,420.11078,444.76215,0.8983088
81,419.24414,444.54092,0.9408524
82,417.94217,443.65063,0.9117624
83,416.70288,442.36053,0.88555187
84,414.71112,440.7546,0.8794432
85,413.04102,439.92435,0.9270795
86,412.09616,439.29965,0.967119
