scorer,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010,DLC_Resnet50_Thesis_Crab_9_25Sep25shuffle1_snapshot_010
bodyparts,center of carapace,center of carapace,center of carapace
coords,x,y,likelihood
0,1089.3154,512.75354,0.45713633
1,1095.0807,512.27747,0.6638153
2,1092.9614,512.52075,0.7067845
3,1092.0673,514.21515,0.6631397
4,1090.4923,513.7034,0.5990168
5,1092.7906,515.7275,0.6178334
6,1093.9523,515.7436,0.6788682
7,1094.8353,517.28015,0.5529533
8,1094.7346,518.7908,0.619318
9,1094.2782,520.3797,0.64593476
10,1094.8461,521.50385,0.68290347
11,1099.0675,520.11615,0.74192756
12,1100.4197,519.79596,0.8258166
13,1102.3154,519.6477,0.78655636
14,1103.1725,519.1002,0.7839468
15,1103.5189,518.82886,0.71707064
16,1106.3412,516.3094,0.67569137
17,1107.9546,515.00024,0.7192361
18,1109.5604,513.5742,0.72934186
19,1111.5082,512.2604,0.72409874
20,1112.5159,511.42612,0.7629823
21,1114.0898,510.55994,0.7488313
22,1115.8821,509.3002,0.7448308
23,1117.1658,508.23026,0.73150516
24,1118.7244,507.21198,0.76435095
25,1119.0168,506.234,0.7663465
26,1121.6138,505.6499,0.84424025
27,1122.5596,503.79684,0.8049515
28,1124.3666,501.28415,0.85093266
29,1129.8801,499.53104,0.8677877
30,1129.2147,499.66412,0.81190294
31,1131.1177,499.92877,0.8856993
32,1133.4958,497.91217,0.8585691
33,1136.8901,496.2728,0.7822786
34,1138.6318,495.198,0.845752
35,1139.6222,494.45926,0.85686344
36,1140.9525,493.21112,0.7996002
37,1142.316,491.63815,0.87189525
38,1145.3228,489.10257,0.85401803
39,1145.7407,486.86142,0.88340575
40,1149.0282,484.35104,0.8554875
41,1151.1136,481.87598,0.77522576
42,1155.5293,479.3276,0.8394778
43,1157.4205,477.83783,0.79353356
44,1160.2677,475.7289,0.7568374
45,1162.7174,473.16165,0.75847024
46,1164.7642,471.6537,0.71581244
47,1167.4364,470.47845,0.7213401
48,1170.7893,467.16638,0.8202449
49,1172.208,464.988,0.76475424
50,1175.6316,463.61246,0.7350824
51,1176.8777,462.0894,0.81712985
52,1176.7305,461.4171,0.8412427
53,1178.1588,459.64172,0.84829015
54,1179.5208,458.2694,0.8098994
55,1178.8942,457.94522,0.7819883
56,1178.9482,457.57672,0.8048878
57,1178.0334,456.78394,0.7602108
58,1177.9304,456.2518,0.74202675
59,1178.0796,454.3634,0.7845451
60,1178.3163,451.963,0.7294869
61,1179.0287,450.22833,0.6689359
62,1178.0808,448.31165,0.7133445
63,1177.5475,446.88525,0.77532417
64,1176.3501,445.2161,0.793724
65,1175.6445,443.71494,0.79311764
66,1175.5599,442.5129,0.7954325
67,1175.4026,441.84302,0.8070078
68,1175.4594,441.22772,0.8171657
69,1175.0411,438.66956,0.8061342
70,1175.6478,434.7106,0.8083908
71,1175.7054,432.48923,0.77718496
72,1175.3115,430.43335,0.81019497
73,1176.1802,428.04214,0.811031
74,1176.7048,427.17462,0.7588267
75,1175.4403,425.9378,0.7606776
76,1174.3293,423.97943,0.76281637
77,1174.1079,422.58575,0.78730786
78,1174.0308,419.23608,0.76898235
79,1175.4926,415.73447,0.7561277
80,1175.4707,412.7443,0.80314076
81,1174.8627,411.21588,0.8095319
